Timestamp,  Uptime, NCPU, CPU_Load, %CPU, %CPU0, %CPU1, %CPU2, %CPU3, %CPU4, %CPU5, %CPU6, %CPU7, %MEM, mem.total.KB, mem.used.KB, mem.avail.KB, mem.free.KB, %SWAP, swap.total.KB, swap.used.KB, swap.free.KB, io.read, io.write, io.read.KB, io.write.KB, io.read.ms, io.write.ms
1543874452, 156, 8, 0.86, 9.6, 2.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 31.8, 16316264, 3977760, 11126652, 6094236, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874453, 157, 8, 0.86, 18.4, 0.0, 0.0, 1.0, 1.0, 3.0, 2.0, 4.1, 2.0, 31.8, 16316264, 3978344, 11126588, 6094172, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874454, 158, 8, 0.95, 28.8, 12.9, 8.1, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 31.7, 16316264, 3968224, 11136080, 6103664, 0.0, 3999740, 0, 3999740, 0, 2, 0, 12, 0, 32
1543874455, 159, 8, 0.95, 11.2, 0.0, 3.0, 1.0, 3.0, 2.0, 2.0, 1.0, 1.0, 31.7, 16316264, 3968580, 11135984, 6103568, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874456, 160, 8, 0.95, 12.8, 0.0, 1.0, 1.0, 1.0, 3.0, 2.0, 3.0, 1.0, 31.7, 16316264, 3968312, 11136760, 6104344, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874457, 161, 8, 0.95, 7.2, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 3.9, 0.0, 31.7, 16316264, 3968604, 11136388, 6103972, 0.0, 3999740, 0, 3999740, 0, 3, 0, 44, 0, 40
1543874458, 162, 8, 0.95, 12.0, 2.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 3.0, 31.7, 16316264, 3967980, 11137012, 6104592, 0.0, 3999740, 0, 3999740, 0, 3, 0, 12, 0, 0
1543874459, 163, 8, 0.87, 8.0, 1.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 2.0, 31.7, 16316264, 3968312, 11136696, 6104276, 0.0, 3999740, 0, 3999740, 0, 9, 0, 84, 0, 60
1543874460, 164, 8, 0.87, 12.8, 1.0, 1.0, 0.0, 2.0, 0.0, 4.0, 3.0, 1.0, 31.8, 16316264, 3969700, 11135308, 6102888, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874461, 165, 8, 0.87, 8.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 31.8, 16316264, 3969652, 11135340, 6102920, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874462, 166, 8, 0.87, 18.4, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 31.8, 16316264, 3969156, 11135836, 6103420, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874463, 167, 8, 0.87, 12.0, 3.0, 0.0, 2.0, 1.0, 3.0, 1.0, 3.0, 1.0, 31.7, 16316264, 3968968, 11136040, 6103624, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874464, 168, 8, 0.8, 26.4, 16.2, 3.0, 1.0, 0.0, 1.0, 2.0, 0.0, 3.0, 31.7, 16316264, 3962512, 11142496, 6110080, 0.0, 3999740, 0, 3999740, 0, 2, 0, 32, 0, 0
1543874465, 169, 8, 0.8, 14.4, 3.0, 2.0, 1.0, 2.9, 0.0, 3.0, 0.0, 2.0, 31.7, 16316264, 3962124, 11142612, 6110196, 0.0, 3999740, 0, 3999740, 0, 2, 0, 68, 0, 16
1543874466, 170, 8, 0.8, 11.2, 3.0, 1.0, 2.0, 1.0, 0.0, 2.0, 2.0, 1.0, 31.7, 16316264, 3961984, 11139800, 6107384, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874467, 171, 8, 0.8, 13.6, 1.0, 1.0, 0.0, 0.0, 2.0, 3.0, 3.0, 2.0, 31.7, 16316264, 3962880, 11139564, 6107136, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874468, 172, 8, 0.8, 27.2, 4.0, 4.0, 2.0, 3.1, 1.0, 2.1, 5.1, 3.0, 31.7, 16316264, 3963996, 11141952, 6109524, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874469, 173, 8, 0.74, 30.4, 7.9, 2.0, 7.2, 3.1, 1.0, 2.0, 4.1, 5.0, 31.7, 16316264, 3964272, 11142572, 6110144, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874470, 174, 8, 0.74, 28.0, 4.0, 3.0, 4.0, 5.9, 4.0, 4.1, 3.0, 4.0, 31.7, 16316264, 3962316, 11140432, 6108004, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874471, 175, 8, 0.74, 23.2, 2.0, 2.0, 2.0, 3.1, 0.0, 6.1, 1.0, 5.1, 31.7, 16316264, 3962512, 11139568, 6107136, 0.0, 3999740, 0, 3999740, 0, 2, 0, 56, 0, 32
1543874472, 176, 8, 0.74, 64.8, 8.9, 6.1, 7.0, 5.1, 11.0, 8.0, 6.9, 11.2, 31.8, 16316264, 3965592, 11120040, 6087608, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874473, 177, 8, 0.74, 37.6, 5.1, 8.7, 0.0, 5.9, 3.0, 5.0, 6.1, 3.0, 31.9, 16316264, 3965040, 11110928, 6078492, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874474, 178, 8, 0.76, 92.0, 10.1, 16.2, 8.0, 9.9, 8.8, 15.8, 7.1, 13.4, 31.8, 16316264, 3966428, 11120604, 6088168, 0.0, 3999740, 0, 3999740, 0, 3, 0, 92, 0, 48
1543874475, 179, 8, 0.76, 52.8, 7.7, 12.9, 5.0, 10.9, 5.0, 5.0, 5.1, 3.1, 31.8, 16316264, 3968072, 11121660, 6089220, 0.0, 3999740, 0, 3999740, 0, 3, 0, 32, 0, 28
1543874476, 180, 8, 0.76, 40.8, 8.0, 4.0, 4.0, 4.1, 6.9, 5.0, 4.9, 5.2, 31.8, 16316264, 3967036, 11124144, 6091700, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874477, 181, 8, 0.76, 36.0, 3.0, 5.1, 6.0, 5.1, 4.0, 5.1, 3.0, 4.0, 31.8, 16316264, 3967772, 11122376, 6089932, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874478, 182, 8, 0.76, 36.8, 5.9, 3.1, 3.0, 3.0, 3.0, 9.9, 4.0, 7.1, 31.8, 16316264, 3968220, 11122160, 6089716, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874479, 183, 8, 0.94, 68.8, 9.1, 10.0, 8.9, 8.2, 7.1, 8.1, 7.1, 9.0, 31.9, 16316264, 3967412, 11118712, 6086272, 0.0, 3999740, 0, 3999740, 0, 27, 0, 256, 0, 176
1543874480, 184, 8, 0.94, 81.6, 9.0, 18.0, 7.1, 7.2, 11.1, 11.8, 9.1, 9.3, 31.9, 16316264, 3968592, 11116084, 6083640, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874481, 185, 8, 0.94, 8.8, 0.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 2.0, 31.9, 16316264, 3970368, 11114472, 6082028, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
