Timestamp,  Uptime, NCPU, CPU_Load, %CPU, %CPU0, %CPU1, %CPU2, %CPU3, %CPU4, %CPU5, %CPU6, %CPU7, %MEM, mem.total.KB, mem.used.KB, mem.avail.KB, mem.free.KB, %SWAP, swap.total.KB, swap.used.KB, swap.free.KB, io.read, io.write, io.read.KB, io.write.KB, io.read.ms, io.write.ms
1543874504, 22, 8, 0.77, 17.6, 2.0, 2.0, 2.0, 3.0, 2.9, 1.0, 2.9, 3.0, 31.8, 16316264, 3972368, 11133148, 6100664, 0.0, 3999740, 0, 3999740, 0, 2, 0, 8, 0, 0
1543874505, 23, 8, 0.77, 23.2, 3.0, 5.9, 0.0, 4.0, 1.0, 3.0, 1.0, 4.9, 31.8, 16316264, 3973268, 11132248, 6099764, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874506, 24, 8, 0.77, 16.8, 1.0, 2.0, 1.0, 2.0, 2.0, 4.0, 2.0, 2.0, 31.8, 16316264, 3973860, 11131848, 6099360, 0.0, 3999740, 0, 3999740, 0, 2, 0, 76, 0, 56
1543874507, 25, 8, 0.77, 20.8, 4.0, 0.0, 1.0, 4.0, 5.0, 2.0, 5.0, 2.0, 31.8, 16316264, 3972940, 11132504, 6100012, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874508, 26, 8, 0.77, 21.6, 3.0, 1.0, 1.0, 4.0, 0.0, 2.0, 3.0, 4.0, 31.8, 16316264, 3973348, 11132104, 6099608, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874509, 27, 8, 0.78, 16.8, 4.9, 1.0, 3.0, 2.0, 1.0, 2.0, 1.0, 4.0, 31.8, 16316264, 3973700, 11132072, 6099576, 0.0, 3999740, 0, 3999740, 0, 24, 0, 112, 0, 0
1543874510, 28, 8, 0.78, 19.2, 2.0, 3.0, 2.0, 0.0, 4.0, 3.0, 2.0, 4.0, 31.8, 16316264, 3973748, 11131640, 6099144, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874511, 29, 8, 0.78, 24.0, 0.0, 4.0, 1.0, 5.0, 4.0, 1.0, 5.0, 3.0, 31.8, 16316264, 3973776, 11131608, 6099112, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874512, 30, 8, 0.78, 38.4, 4.0, 4.0, 2.0, 6.1, 6.1, 4.0, 3.1, 6.9, 31.8, 16316264, 3972564, 11132820, 6100320, 0.0, 3999740, 0, 3999740, 0, 2, 0, 36, 0, 28
1543874513, 31, 8, 0.78, 75.2, 11.0, 13.7, 7.1, 11.1, 9.1, 5.1, 8.9, 11.2, 31.8, 16316264, 3972460, 11133184, 6100684, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874514, 32, 8, 0.72, 55.2, 7.9, 6.9, 8.0, 7.8, 3.1, 8.9, 6.1, 6.9, 31.8, 16316264, 3973916, 11123388, 6090888, 0.0, 3999740, 0, 3999740, 0, 4, 0, 20, 0, 0
1543874515, 33, 8, 0.72, 16.0, 2.0, 1.0, 1.0, 2.0, 2.0, 4.0, 2.0, 2.0, 31.8, 16316264, 3975300, 11129928, 6097428, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874516, 34, 8, 0.72, 23.2, 2.0, 1.0, 3.0, 2.0, 4.0, 7.2, 1.0, 1.0, 31.8, 16316264, 3976512, 11129192, 6096692, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874517, 35, 8, 0.72, 8.8, 2.0, 0.0, 0.0, 1.0, 1.0, 2.0, 0.0, 3.0, 31.8, 16316264, 3976840, 11128480, 6095980, 0.0, 3999740, 0, 3999740, 0, 2, 0, 40, 0, 32
1543874518, 36, 8, 0.72, 12.0, 2.0, 2.0, 0.0, 2.0, 1.0, 3.0, 1.0, 1.0, 31.8, 16316264, 3977932, 11127768, 6095268, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874519, 37, 8, 0.66, 12.8, 4.9, 1.0, 0.0, 2.0, 1.0, 2.0, 1.0, 1.0, 31.8, 16316264, 3977872, 11128796, 6096292, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874520, 38, 8, 0.66, 11.2, 1.0, 3.0, 1.0, 2.0, 0.0, 1.0, 2.0, 1.0, 31.8, 16316264, 3977756, 11128144, 6095640, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874521, 39, 8, 0.66, 16.8, 6.9, 5.8, 2.0, 0.0, 1.0, 1.0, 1.0, 0.0, 31.8, 16316264, 3978116, 11126872, 6094368, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874522, 40, 8, 0.66, 10.4, 1.0, 2.0, 3.0, 1.0, 0.0, 1.0, 1.0, 2.0, 31.8, 16316264, 3978560, 11127212, 6094708, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874523, 41, 8, 0.66, 7.2, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 1.0, 2.0, 31.8, 16316264, 3978760, 11126560, 6094056, 0.0, 3999740, 0, 3999740, 0, 2, 0, 12, 0, 28
1543874524, 42, 8, 0.69, 35.2, 21.8, 2.0, 1.0, 3.0, 2.0, 1.0, 1.0, 1.0, 31.8, 16316264, 3971240, 11134980, 6102472, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874525, 43, 8, 0.69, 10.4, 2.0, 1.0, 3.0, 1.0, 0.0, 2.0, 1.0, 1.0, 31.8, 16316264, 3971564, 11135104, 6102596, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874526, 44, 8, 0.69, 16.0, 3.0, 2.0, 2.0, 0.0, 1.0, 0.0, 3.0, 2.0, 31.8, 16316264, 3971604, 11134640, 6102132, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874527, 45, 8, 0.69, 15.2, 2.9, 2.9, 3.0, 2.0, 4.0, 4.0, 1.0, 1.0, 31.8, 16316264, 3971516, 11134764, 6102256, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874528, 46, 8, 0.69, 8.8, 0.0, 2.0, 2.0, 0.0, 2.0, 1.0, 0.0, 0.0, 31.8, 16316264, 3971664, 11134856, 6102348, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874529, 47, 8, 0.64, 16.0, 3.0, 1.0, 2.0, 0.0, 1.0, 4.0, 2.0, 3.0, 31.8, 16316264, 3970848, 11135036, 6102528, 0.0, 3999740, 0, 3999740, 0, 2, 0, 12, 0, 28
1543874530, 48, 8, 0.64, 12.8, 2.0, 3.0, 2.0, 2.0, 2.9, 1.0, 1.0, 1.0, 31.8, 16316264, 3970296, 11135200, 6102692, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874531, 49, 8, 0.64, 8.8, 0.0, 2.0, 0.0, 0.0, 2.0, 1.0, 0.0, 2.0, 31.8, 16316264, 3970600, 11135676, 6103168, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874532, 50, 8, 0.64, 14.4, 3.0, 1.0, 0.0, 3.0, 3.0, 2.0, 0.0, 3.0, 31.8, 16316264, 3970604, 11134892, 6102380, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874533, 51, 8, 0.64, 14.4, 1.0, 1.0, 0.0, 1.0, 3.0, 3.0, 2.0, 2.0, 31.8, 16316264, 3971584, 11134488, 6101976, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874534, 52, 8, 0.58, 14.4, 2.0, 0.0, 1.0, 2.0, 3.9, 1.0, 3.0, 0.0, 31.8, 16316264, 3971584, 11134488, 6101976, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874535, 53, 8, 0.58, 16.8, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 2.0, 0.0, 31.8, 16316264, 3972356, 11133852, 6101340, 0.0, 3999740, 0, 3999740, 0, 2, 0, 12, 0, 28
1543874536, 54, 8, 0.58, 19.2, 1.0, 5.0, 2.0, 3.0, 3.0, 1.0, 1.0, 4.0, 31.8, 16316264, 3973700, 11131604, 6099092, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874537, 55, 8, 0.58, 16.0, 2.0, 5.0, 0.0, 2.0, 2.0, 1.0, 3.0, 1.0, 31.8, 16316264, 3974164, 11131140, 6098628, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874538, 56, 8, 0.58, 11.2, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 1.0, 0.0, 31.8, 16316264, 3974284, 11131916, 6099404, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874539, 57, 8, 0.54, 15.2, 2.0, 0.0, 1.0, 1.0, 3.0, 3.0, 2.0, 3.0, 31.8, 16316264, 3974752, 11130668, 6098156, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874540, 58, 8, 0.54, 12.0, 3.0, 3.0, 5.0, 0.0, 0.0, 1.0, 2.0, 0.0, 31.8, 16316264, 3974756, 11130940, 6098428, 0.0, 3999740, 0, 3999740, 0, 1, 0, 4, 0, 0
1543874541, 59, 8, 0.54, 32.8, 2.0, 6.0, 4.0, 2.1, 3.0, 4.0, 3.0, 6.0, 31.8, 16316264, 3975756, 11130580, 6098068, 0.0, 3999740, 0, 3999740, 0, 2, 0, 24, 0, 20
1543874542, 60, 8, 0.54, 12.0, 0.0, 1.0, 1.0, 3.0, 2.0, 1.0, 1.0, 3.0, 31.8, 16316264, 3975432, 11130952, 6098440, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874543, 61, 8, 0.54, 14.4, 0.0, 1.0, 2.0, 2.9, 2.0, 2.0, 1.0, 2.0, 31.8, 16316264, 3980228, 11126408, 6093896, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874544, 62, 8, 0.49, 12.8, 1.0, 3.0, 1.0, 2.0, 1.0, 2.0, 3.9, 1.0, 31.8, 16316264, 3980072, 11123808, 6091292, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874545, 63, 8, 0.49, 12.8, 1.0, 0.0, 0.0, 3.0, 3.0, 2.0, 1.0, 3.0, 31.8, 16316264, 3980348, 11123528, 6091000, 0.0, 3999740, 0, 3999740, 0, 12, 0, 136, 0, 300
1543874546, 64, 8, 0.49, 8.0, 1.0, 1.0, 1.0, 1.0, 3.0, 0.0, 0.0, 2.0, 31.8, 16316264, 3980540, 11125400, 6092860, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874547, 65, 8, 0.49, 7.2, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 0.0, 2.0, 31.8, 16316264, 3980056, 11125104, 6092580, 0.0, 3999740, 0, 3999740, 0, 9, 0, 72, 0, 188
1543874548, 66, 8, 0.49, 12.8, 1.0, 3.0, 1.0, 1.0, 4.0, 0.0, 1.0, 2.0, 31.8, 16316264, 3981288, 11124528, 6091992, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874549, 67, 8, 0.45, 7.2, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 31.8, 16316264, 3980396, 11125432, 6092896, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874550, 68, 8, 0.45, 17.6, 1.0, 4.9, 2.0, 3.0, 0.0, 3.0, 2.0, 2.0, 31.8, 16316264, 3982312, 11122016, 6089480, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874551, 69, 8, 0.45, 6.4, 0.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 31.8, 16316264, 3981908, 11122420, 6089884, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874552, 70, 8, 0.45, 6.4, 2.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 31.8, 16316264, 3981916, 11124156, 6091620, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874553, 71, 8, 0.45, 12.8, 1.0, 1.0, 0.0, 2.0, 3.0, 0.0, 3.0, 0.0, 31.8, 16316264, 3978464, 11127564, 6095028, 0.0, 3999740, 0, 3999740, 0, 2, 0, 32, 0, 28
1543874554, 72, 8, 0.42, 8.0, 0.0, 0.0, 1.0, 0.0, 2.0, 3.0, 2.0, 0.0, 31.8, 16316264, 3978832, 11127200, 6094660, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874555, 73, 8, 0.42, 11.2, 1.0, 2.0, 1.0, 0.0, 4.0, 2.0, 2.0, 1.0, 31.8, 16316264, 3979036, 11126548, 6094008, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874556, 74, 8, 0.42, 8.8, 1.0, 1.0, 1.0, 3.0, 3.0, 0.0, 1.0, 2.0, 31.8, 16316264, 3980040, 11126516, 6093976, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874557, 75, 8, 0.42, 12.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 31.8, 16316264, 3978472, 11126176, 6093636, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874558, 76, 8, 0.42, 16.0, 0.0, 1.0, 0.0, 3.0, 3.0, 3.0, 1.0, 3.0, 31.8, 16316264, 3978872, 11125132, 6092592, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874559, 77, 8, 0.38, 12.0, 2.0, 1.0, 2.0, 0.0, 2.0, 2.0, 0.0, 2.0, 31.8, 16316264, 3978580, 11127876, 6095332, 0.0, 3999740, 0, 3999740, 0, 2, 0, 36, 0, 28
1543874560, 78, 8, 0.38, 23.2, 1.0, 2.0, 3.0, 2.0, 5.8, 1.0, 3.0, 4.0, 31.8, 16316264, 3978624, 11127832, 6095288, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874561, 79, 8, 0.38, 12.0, 2.0, 2.0, 1.0, 0.0, 1.0, 2.0, 4.0, 1.0, 31.8, 16316264, 3978480, 11126952, 6094408, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874562, 80, 8, 0.38, 8.0, 1.0, 2.0, 1.0, 1.0, 2.0, 0.0, 2.0, 2.0, 31.8, 16316264, 3978488, 11128224, 6095680, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874563, 81, 8, 0.38, 7.2, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.0, 31.8, 16316264, 3979636, 11127076, 6094532, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874564, 82, 8, 0.35, 8.8, 1.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 31.8, 16316264, 3979368, 11126704, 6094160, 0.0, 3999740, 0, 3999740, 0, 3, 0, 44, 0, 36
1543874565, 83, 8, 0.35, 11.2, 2.0, 1.0, 1.0, 2.0, 0.0, 0.0, 1.0, 3.0, 31.8, 16316264, 3979568, 11127284, 6094724, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874566, 84, 8, 0.35, 12.8, 2.0, 2.0, 2.0, 2.0, 1.0, 0.0, 0.0, 1.0, 31.8, 16316264, 3979956, 11126628, 6094068, 0.0, 3999740, 0, 3999740, 0, 3, 0, 36, 0, 120
1543874567, 85, 8, 0.35, 12.8, 3.0, 2.0, 1.0, 2.0, 1.0, 0.0, 2.0, 2.0, 31.8, 16316264, 3980096, 11125592, 6093044, 0.0, 3999740, 0, 3999740, 0, 6, 0, 40, 0, 68
1543874568, 86, 8, 0.35, 14.4, 2.0, 3.0, 3.0, 1.0, 3.0, 2.0, 1.0, 1.0, 31.8, 16316264, 3980452, 11126464, 6093916, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874569, 87, 8, 0.32, 16.0, 2.0, 2.0, 2.0, 1.0, 4.0, 4.0, 0.0, 1.0, 31.8, 16316264, 3980900, 11125684, 6093136, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874570, 88, 8, 0.32, 11.2, 2.0, 2.0, 0.0, 2.0, 1.0, 3.0, 0.0, 1.0, 31.8, 16316264, 3981832, 11122304, 6089756, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874571, 89, 8, 0.32, 8.0, 1.0, 1.0, 0.0, 2.0, 0.0, 2.0, 0.0, 1.0, 31.8, 16316264, 3981060, 11125652, 6093104, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874572, 90, 8, 0.32, 16.0, 2.0, 2.0, 3.0, 0.0, 4.0, 3.0, 2.0, 3.0, 31.8, 16316264, 3981092, 11125620, 6093072, 0.0, 3999740, 0, 3999740, 0, 2, 0, 28, 0, 36
1543874573, 91, 8, 0.32, 18.4, 3.0, 8.9, 1.0, 1.0, 1.0, 2.0, 2.0, 0.0, 31.8, 16316264, 3985896, 11120816, 6088268, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874574, 92, 8, 0.38, 13.6, 2.0, 5.1, 0.0, 2.0, 1.0, 0.0, 0.0, 1.0, 31.8, 16316264, 3985864, 11120848, 6088300, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874575, 93, 8, 0.38, 14.4, 1.0, 3.0, 3.0, 3.0, 2.0, 3.0, 2.0, 1.0, 31.9, 16316264, 3986344, 11118304, 6085756, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874576, 94, 8, 0.38, 9.6, 2.0, 1.0, 1.0, 2.0, 0.0, 1.0, 0.0, 0.0, 31.9, 16316264, 3986928, 11117096, 6084548, 0.0, 3999740, 0, 3999740, 0, 16, 0, 68, 0, 0
1543874577, 95, 8, 0.38, 7.2, 0.0, 2.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 31.9, 16316264, 3988596, 11115424, 6082876, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874578, 96, 8, 0.38, 8.0, 2.0, 1.0, 1.0, 2.0, 3.0, 0.0, 0.0, 0.0, 31.9, 16316264, 3987724, 11118188, 6085640, 0.0, 3999740, 0, 3999740, 0, 2, 0, 76, 0, 20
1543874579, 97, 8, 0.35, 8.8, 2.0, 0.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 31.9, 16316264, 3987624, 11119080, 6086504, 0.0, 3999740, 0, 3999740, 0, 3, 0, 48, 0, 44
1543874580, 98, 8, 0.35, 44.8, 7.1, 4.0, 4.1, 8.0, 3.0, 4.1, 5.2, 8.0, 31.8, 16316264, 3987216, 11120104, 6087520, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874581, 99, 8, 0.35, 12.8, 1.0, 3.0, 1.0, 4.0, 3.0, 1.0, 0.0, 2.0, 31.8, 16316264, 3987320, 11119996, 6087436, 0.0, 3999740, 0, 3999740, 0, 8, 0, 132, 0, 196
1543874582, 100, 8, 0.35, 68.8, 11.2, 7.1, 8.1, 10.0, 7.1, 9.1, 5.1, 9.0, 31.9, 16316264, 3989036, 11117780, 6085216, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874583, 101, 8, 0.35, 41.6, 7.8, 5.1, 2.1, 9.1, 5.0, 4.0, 4.0, 5.1, 31.9, 16316264, 3989468, 11115536, 6082972, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874584, 102, 8, 0.32, 24.8, 7.8, 3.0, 4.0, 4.0, 0.0, 2.0, 3.0, 1.0, 31.9, 16316264, 3988580, 11109092, 6076524, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874585, 103, 8, 0.32, 16.8, 3.0, 2.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 31.9, 16316264, 3988532, 11110180, 6077612, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874586, 104, 8, 0.32, 16.0, 2.0, 3.0, 0.0, 2.0, 2.0, 3.0, 1.0, 2.0, 31.9, 16316264, 3987384, 11118808, 6086236, 0.0, 3999740, 0, 3999740, 0, 3, 0, 96, 0, 20
1543874587, 105, 8, 0.32, 16.8, 1.0, 4.0, 3.0, 6.0, 0.0, 2.0, 1.0, 2.0, 31.9, 16316264, 3987128, 11118780, 6086196, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874588, 106, 8, 0.32, 53.6, 9.0, 8.0, 8.2, 6.0, 7.8, 3.1, 4.0, 7.1, 32.0, 16316264, 3989768, 11089568, 6057000, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874589, 107, 8, 0.29, 22.4, 2.0, 5.0, 1.0, 3.0, 3.0, 3.0, 1.0, 1.0, 32.0, 16316264, 3990052, 11089932, 6057348, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874590, 108, 8, 0.29, 18.4, 2.0, 3.0, 1.0, 2.0, 3.0, 5.9, 1.0, 2.0, 31.9, 16316264, 3990648, 11114564, 6081980, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
1543874591, 109, 8, 0.29, 8.8, 2.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 31.9, 16316264, 3990484, 11114728, 6082136, 0.0, 3999740, 0, 3999740, 0, 2, 0, 100, 0, 32
1543874592, 110, 8, 0.29, 12.0, 1.0, 2.0, 3.0, 2.0, 1.0, 3.0, 0.0, 1.0, 31.9, 16316264, 3989704, 11115816, 6083224, 0.0, 3999740, 0, 3999740, 0, 0, 0, 0, 0, 0
